I
1100 Version - data cycle 1611, build 20161011, metadata NavXP1100. Copyright (c) 2016 Navigraph. License: GPL+2

 4 -34.825777778  -58.515888889      115    11010    25    102.310   PC SAEZ SA 11 ILS-cat-III
 6 -34.820972222  -58.550416667      115    11010    25 300102.310   PC SAEZ SA 11 GS
12 -34.820972222  -58.550416667       66    11010    25      0.000   PC SAEZ SA EZEIZA INTL MINISTRO PIST DME-ILS
 4 -32.816916667  -68.792638889     2346    10990    25      0.707   DO SAME SA 36 ILS-cat-I
 6 -32.841694444  -68.791722222     2346    10990    25 300000.707   DO SAME SA 36 GS
 4 -29.393611111  -66.803611111     1437    11010    25    208.272   LR SANL SA 21 ILS-cat-I
 6 -29.372222222  -66.789166667     1437    11010    25 300208.272   LR SANL SA 21 GS
12 -29.372222222  -66.789166667     1488    11010    25      0.000   LR SANL SA CAP VICENTE A ALMONACID DME-ILS
 4 -26.825772222  -65.101941667     1486    10990    25      9.802   TU SANT SA 02 ILS-cat-I
 6 -26.850994444  -65.105516667     1486    10990    25 300009.802   TU SANT SA 02 GS
12 -26.850994444  -65.105516667     1486    10990    25      0.000   TU SANT SA BENJAMIN MATIENZO DME-ILS
 4 -33.082105556  -64.257636111     1380    11090    25     44.178   RC SAOC SA 05 ILS-cat-I
 6 -33.097886111  -64.274141667     1380    11090    25 300044.178   RC SAOC SA 05 GS
12 -33.097886111  -64.274141667     1380    11090    25      0.000   RC SAOC SA AREA DE MATERIAL DME-ILS
 4 -33.717711111  -65.363694444     1590    10950    25     58.383   RY SAOR SA 06 ILS-cat-I
 6 -33.728083333  -65.386444444     1590    10950    25 250058.383   RY SAOR SA 06 GS
12 -33.728083333  -65.386444444     1590    10950    25      0.000   RY SAOR SA VILLA REYNOLDS DME-ILS
 4 -27.457416667  -58.763666667      203    10970    25    187.812   CR SARC SA 20 ILS-cat-I
 6 -27.439166667  -58.759555556      203    10970    25 300187.812   CR SARC SA 20 GS
 4 -27.463861111  -59.062027778      210    11030    25    200.793   RS SARE SA 21 ILS-cat-I
 6 -27.441055556  -59.053583333      210    11030    25 300200.793   RS SARE SA 21 GS
12 -27.441055556  -59.053583333      210    11030    25      0.000   RS SARE SA RESISTENCIA DME-ILS
 4 -26.221750000  -58.232777778      230    11090    25    204.878   FS SARF SA 22 ILS-cat-I
 6 -26.208611111  -58.224805556      230    11090    25 300204.878   FS SARF SA 22 GS
12 -26.208611111  -58.224805556      230    11090    25      0.000   FS SARF SA FORMOSA DME-ILS
 4 -25.730305556  -54.490111111      958    11090    25    294.875   IG SARI SA 31 ILS-cat-I
 6 -25.743083333  -54.462361111      958    11090    25 300294.875   IG SARI SA 31 GS
12 -25.743083333  -54.462361111      958    11090    25      0.000   IG SARI SA MAYOR D CARLOS EDUARDO KR DME-ILS
 4 -27.397305556  -55.970333333      430    10990    25    179.166   PO SARP SA 19 ILS-cat-I
 6 -27.378416667  -55.969416667      430    10990    25 300179.166   PO SARP SA 19 GS
12 -27.378416667  -55.969416667      430    10990    25      0.000   PO SARP SA LIBERADOR GRAL D JOSE DE DME-ILS
 4 -24.842750000  -65.483361111     4131    11030    25     11.231   SA SASA SA 02 ILS-cat-I
 6 -24.869305556  -65.490472222     4131    11030    25 300011.231   SA SASA SA 02 GS
12 -24.869305556  -65.490472222     4131    11030    25      0.000   SA SASA SA GEN. DON MARTIN MIGUEL DE DME-ILS
 4 -24.377833333  -65.107166667     2956    11010    25    330.293   JU SASJ SA 34 ILS-cat-I
 6 -24.402916667  -65.092916667     2956    11010    25 300330.293   JU SASJ SA 34 GS
12 -24.402916667  -65.092916667     2956    11010    25      0.000   JU SASJ SA GOBERNADOR HORACIO GUZMAN DME-ILS
 4 -45.788055556  -67.486944444      157    11030    25    259.308   CR SAVC SA 25 ILS-cat-I
 6 -45.782222222  -67.452222222      157    11030    25 300259.308   CR SAVC SA 25 GS
12 -45.782222222  -67.452222222      157    11030    25      0.000   CR SAVC SA GEN ENRIQUE MOSCONI DME-ILS
 4 -42.911666667  -71.151944444     2582    10970    25    237.017   ES SAVE SA 23 ILS-cat-I
 6 -42.900277778  -71.125555556     2582    10970    25 300237.017   ES SAVE SA 23 GS
12 -42.900277778  -71.125555556     2582    10970    25      0.000   ES SAVE SA BRIG. GRAL. ANTONIO PAROD DME-ILS
 4 -50.281602778  -72.075658333      692    10890    25    264.645   EC SAWC SA 25 ILS-cat-I
 6 -50.280516667  -72.039341667      692    10890    25 300264.645   EC SAWC SA 25 GS
12 -50.280550000  -72.039400000      669    10890    25      0.000   EC SAWC SA SANTA CRUZ DME-ILS
 4 -53.778138889  -67.769944444       82    10950    25    267.447   GR SAWE SA 25 ILS-cat-I
 6 -53.778694444  -67.739277778       82    10950    25 300267.447   GR SAWE SA 25 GS
12 -53.778694444  -67.739277778       82    10950    25      0.000   GR SAWE SA RIO GRANDE DME-ILS
 4 -51.610333333  -69.343027778      102    11030    25    265.552   GL SAWG SA 25 ILS-cat-I
 6 -51.609222222  -69.291972222      102    11030    25 300265.552   GL SAWG SA 25 GS
12 -51.609222222  -69.291972222      102    11030    25      0.000   GL SAWG SA NORBERTO FERNANDEZ DME-ILS
 4 -54.844250000  -68.319666667       73    11130    25    266.146   US SAWH SA 25 ILS-cat-I
 6 -54.841638889  -68.280555556       73    11130    25 350266.146   US SAWH SA 25 GS
12 -54.841638889  -68.280555556       73    11130    25      0.000   US SAWH SA USHUAIA INTL MALVINE IS DME-ILS
 4 -38.740566667  -62.148441667      246    10970    25    163.765   BC SAZB SA 17L ILS-cat-I
 6 -38.719208333  -62.154619444      246    10970    25 270163.765   BC SAZB SA 17L GS
12 -38.719208333  -62.154619444      246    10970    25      0.000   BC SAZB SA COMANDANTE ESPORA NAS DME-ILS
 4 -37.940944444  -57.560000000      118    10950    25    122.777   MP SAZM SA 13 ILS-cat-I
 6 -37.931611111  -57.581500000      118    10950    25 300122.777   MP SAZM SA 13 GS
12 -37.931611111  -57.581500000      118    10950    25      0.000   MP SAZM SA ASTOR PIAZZOLLA DME-ILS
 4 -38.949055556  -68.137361111      895    11030    25     90.212   NE SAZN SA 09 ILS-cat-I
 6 -38.950083333  -68.166166667      895    11030    25 270090.212   NE SAZN SA 09 GS
12 -38.950083333  -68.166166667      895    11030    25      0.000   NE SAZN SA PRESIDENTE PERON DME-ILS
 4 -36.600777778  -64.278694444      630    11030    25    191.208   SR SAZR SA 19 ILS-cat-I
 6 -36.580833333  -64.275472222      630    11030    25 300191.208   SR SAZR SA 19 GS
12 -36.580833333  -64.275472222      630    11030    25      0.000   SR SAZR SA SANTA ROSA DME-ILS
 4 -41.145555556  -71.173833333     2762    10950    25    294.855   BR SAZS SA 29 ILS-cat-I
 6 -41.155416667  -71.149194444     2762    10950    25 300294.855   BR SAZS SA 29 GS
12 -41.155416667  -71.149194444     2762    10950    25      0.000   BR SAZS SA S C DE BARILOCHE DME-ILS
 4 -37.252011111  -59.230533333      574    10990    25    185.074   DI SAZT SA 19 ILS-cat-I
 6 -37.225780556  -59.226036111      574    10990    25 250185.074   DI SAZT SA 19 GS
 4  -1.368833333  -48.465666667       52    10930    25     45.255  IBE SBBE SB 06 ILS-cat-I
 6  -1.385333333  -48.483500000       52    10930    25 300045.255  IBE SBBE SB 06 GS
12  -1.368833333  -48.465666667       54    10930    25      0.000  IBE SBBE SB VAL DE CANS/JULIO CEZAR R DME-ILS
 5 -19.855416667  -43.937138889        0    10930    25    110.870  IPM SBBH SB 13 LOC
12 -19.855416667  -43.937138889     2589    10930    25      0.000  IPM SBBH SB PAMPULHA DME-ILS
 4 -15.861333333  -47.895000000     3474    11030    25     86.161  IBR SBBR SB 11L ILS-cat-I
 6 -15.862166667  -47.923833333     3474    11030    25 300086.161  IBR SBBR SB 11L GS
12 -15.861333333  -47.895000000     3468    11030    25      0.000  IBR SBBR SB PRES JUSCELINO KUBITSCHEK DME-ILS
 4 -15.880833333  -47.942500000     3497    11150    25    266.169  IBS SBBR SB 29L ILS-cat-I
 6 -15.879333333  -47.912000000     3497    11150    25 300266.169  IBS SBBR SB 29L GS
12 -15.880833333  -47.942500000     3497    11150    25      0.000  IBS SBBR SB PRES JUSCELINO KUBITSCHEK DME-ILS
 4 -15.878500000  -47.906833333     3497    10990    25     86.169  IDF SBBR SB 11R ILS-cat-II
 6 -15.881544444  -47.936375000     3497    10990    25 300086.169  IDF SBBR SB 11R GS
12 -15.878500000  -47.906833333     3497    10990    25      0.000  IDF SBBR SB PRES JUSCELINO KUBITSCHEK DME-ILS
 4 -15.863711111  -47.929588889     3473    10930    25    266.161  IND SBBR SB 29R ILS-cat-I
 6 -15.862833333  -47.900833333     3473    10930    25 300266.161  IND SBBR SB 29R GS
12 -15.863711111  -47.929588889     3473    10930    25      0.000  IND SBBR SB PRES JUSCELINO KUBITSCHEK DME-ILS
 4   2.853166667  -60.676833333      276    10930    25     62.856  IBV SBBV SB 08 ILS-cat-I
 6   2.842777778  -60.698333333      276    10930    25 300062.856  IBV SBBV SB 08 GS
12   2.853166667  -60.676833333      274    10930    25      0.000  IBV SBBV SB BOA VISTA DME-ILS
 4  -9.336391667  -54.952355556     1765    10970    25    101.787  ICC SBCC SB 12 ILS-cat-I
 6  -9.330836111  -54.974025000     1765    10970    25 300101.787  ICC SBCC SB 12 GS
12  -9.336944444  -54.952427778     1755    10970    25      0.000  ICC SBCC SB CAMPO DE PROVAS BRIG. VEL DME-ILS
 4 -19.646000000  -43.957500000     2713    10970    25    138.949  ICF SBCF SB 16 ILS-cat-I
 6 -19.626388889  -43.976666667     2713    10970    25 300138.949  ICF SBCF SB 16 GS
12 -19.646000000  -43.957500000     2720    10970    25      0.000  ICF SBCF SB TANCREDO NEVES INTL DME-ILS
 4 -20.459833333  -54.664333333     1834    11030    25     41.939  ICG SBCG SB 06 ILS-cat-I
 6 -20.477100000  -54.679713889     1834    11030    25 300041.939  ICG SBCG SB 06 GS
12 -20.459833333  -54.664333333     1834    11030    25      0.000  ICG SBCG SB CAMPO GRANDE INTL DME-ILS
 4  -6.116491667  -49.991783333     2064    10930    25     83.250  ICJ SBCJ SB 10 ILS-cat-I
 6  -6.118222222  -50.010388889     2064    10930    25 302083.250  ICJ SBCJ SB 10 GS
12  -6.116491667  -49.991783333     2064    10930    25      0.000  ICJ SBCJ SB CARAJAS DME-ILS
 4 -25.537000000  -49.166166667     2989    10930    25    134.697  ICT SBCT SB 15 ILS-cat-III
 6 -25.523166667  -49.180166667     2989    10930    25 300134.697  ICT SBCT SB 15 GS
 4 -25.520000000  -49.185166667     2989    11030    25    314.697  ITA SBCT SB 33 ILS-cat-I
 6 -25.533297222  -49.168475000     2989    11030    25 300314.697  ITA SBCT SB 33 GS
 4 -15.642000000  -56.122166667      617    10930    25    333.261  ICB SBCY SB 35 ILS-cat-I
 6 -15.659333333  -56.112333333      617    10930    25 300333.261  ICB SBCY SB 35 GS
12 -15.642000000  -56.122166667      617    10930    25      0.000  ICB SBCY SB MARECHAL RONDON INTL DME-ILS
 4  -3.038666667  -60.034166667      280    11030    25     90.124  IEG SBEG SB 11 ILS-cat-I
 6  -3.040000000  -60.058500000      280    11030    25 304090.124  IEG SBEG SB 11 GS
12  -3.038666667  -60.034166667      262    11030    25      0.000  IEG SBEG SB EDUARDO GOMES INTL DME-ILS
 4 -25.602833333  -54.478500000      732    10910    25    130.823  IFI SBFI SB 14 ILS-cat-I
 6 -25.591500000  -54.493833333      732    10910    25 300130.823  IFI SBFI SB 14 GS
 4 -27.677333333  -48.529500000       20    11030    25    121.322  IFL SBFL SB 14 ILS-cat-I
 6 -27.668333333  -48.548833333       20    11030    25 300121.322  IFL SBFL SB 14 GS
12 -27.677333333  -48.529500000       17    11030    25      0.000  IFL SBFL SB HERCILIO LUZ INTL DME-ILS
 4  -3.780500000  -38.517000000       82    10930    25    105.013  IFZ SBFZ SB 13 ILS-cat-I
 6  -3.774722222  -38.540833333       82    10930    25 300105.013  IFZ SBFZ SB 13 GS
12  -3.780500000  -38.517000000       82    10930    25      0.000  IFZ SBFZ SB PINTO MARTINS INTL DME-ILS
 4 -22.829500000  -43.236666667       30    11030    25    125.676  IGL SBGL SB 15 ILS-cat-I
 6 -22.814833333  -43.261000000       30    11030    25 300125.676  IGL SBGL SB 15 GS
12 -22.829500000  -43.236666667       21    11030    25      0.000  IGL SBGL SB GALEAO-ANTONIO C JOBIM IN DME-ILS
 4 -22.802666667  -43.258500000       30    11150    25    254.498  ILM SBGL SB 28 ILS-cat-I
 6 -22.792000000  -43.221000000       30    11150    25 294254.498  ILM SBGL SB 28 GS
12 -22.802666667  -43.258500000       11    11150    25      0.000  ILM SBGL SB GALEAO-ANTONIO C JOBIM IN DME-ILS
 4 -22.791333333  -43.214333333       30    10930    25     74.498  ITB SBGL SB 10 ILS-cat-II
 6 -22.799716667  -43.252344444       30    10930    25 300074.498  ITB SBGL SB 10 GS
12 -22.791333333  -43.214333333        9    10930    25      0.000  ITB SBGL SB GALEAO-ANTONIO C JOBIM IN DME-ILS
 4 -23.439666667  -46.490166667     2444    11110    25    253.593  IBC SBGR SB 27L ILS-cat-I
 6 -23.433166667  -46.461500000     2444    11110    25 300253.593  IBC SBGR SB 27L GS
 4 -23.430333333  -46.456166667     2450    11150    25     73.593  IGR SBGR SB 09R ILS-cat-III
 6 -23.439166667  -46.483666667     2450    11150    25 290073.593  IGR SBGR SB 09R GS
 4 -23.434833333  -46.485333333     2440    11190    25    253.587  IGS SBGR SB 27R ILS-cat-I
 6 -23.427000000  -46.452000000     2440    11190    25 300253.587  IGS SBGR SB 27R GS
 4 -23.424166667  -46.446500000     2445    11070    25     73.587  IUC SBGR SB 09L ILS-cat-II
 6 -23.434333333  -46.479000000     2445    11070    25 300073.587  IUC SBGR SB 09L GS
 5 -21.787372222  -43.386347222        0    10910    25      5.464  IJF SBJF SB 03 LOC
12 -21.787372222  -43.386347222     2993    10910    25      0.000  IJF SBJF SB FRANCISCO DE ASSIS DME-ILS
 4 -26.219500000  -48.804166667       15    11110    25    308.912  IJV SBJV SB 33 ILS-cat-I
 6 -26.228205556  -48.794102778       15    11110    25 300308.912  IJV SBJV SB 33 GS
12 -26.219500000  -48.804166667       15    11110    25      0.000  IJV SBJV SB LAURO CARNEIRO DE LOYOLA DME-ILS
 4  -7.274500000  -35.888666667     1608    10910    25    125.199  IKG SBKG SB 15 IGS
 6  -7.267966667  -35.900225000     1608    10910    25 300125.199  IKG SBKG SB 15 GS
12  -7.274566667  -35.888755556     1646    10910    25      0.000  IKG SBKG SB PRESIDENTE JOAO SUASSUNA DME-ILS
 4 -23.018333333  -47.118333333     2169    11030    25    127.876  IKP SBKP SB 15 ILS-cat-I
 6 -22.999222222  -47.144055556     2169    11030    25 300127.876  IKP SBKP SB 15 GS
 5  -3.143500000  -59.976000000        0    10930    25     75.874  IPE SBMN SB 09 LOC
12  -3.143500000  -59.976000000      259    10930    25      0.000  IPE SBMN SB PONTA PELADA DME-ILS
 4  -9.513166667  -35.779166667      387    10970    25    100.774  IMC SBMO SB 12 ILS-cat-I
 6  -9.507833333  -35.800000000      387    10970    25 300100.774  IMC SBMO SB 12 GS
12  -9.513166667  -35.779166667      361    10970    25      0.000  IMC SBMO SB ZUMBI DOS PALMARES DME-ILS
 4  -9.512138889  -35.779863889      387    10930    25    100.774  IMO SBMO SB 12 ILS-cat-I
 6  -9.508333333  -35.800333333      387    10930    25 300100.774  IMO SBMO SB 12 GS
12  -9.512138889  -35.779863889      387    10930    25      0.000  IMO SBMO SB ZUMBI DOS PALMARES DME-ILS
 4  -5.921483333  -35.235633333      149    10930    25    141.097  INT SBNT SB 16L ILS-cat-I
 6  -5.904375000  -35.250625000      149    10930    25 300141.097  INT SBNT SB 16L GS
12  -5.921483333  -35.235633333      138    10930    25      0.000  INT SBNT SB AUGUSTO SEVERO INTL DME-ILS
 4 -29.995000000  -51.155666667       10    11030    25     91.309  IPA SBPA SB 11 ILS-cat-II
 6 -29.995277778  -51.179722222       10    11030    25 300091.309  IPA SBPA SB 11 GS
12 -29.994166667  -51.156166667       11    11030    25      0.000  IPA SBPA SB SALGADO FILHO INTL DME-ILS
 4  -8.722333333  -63.901666667      290    10930    25    176.374  IPV SBPV SB 19 ILS-cat-I
 6  -8.701500000  -63.903500000      290    10930    25 300176.374  IPV SBPV SB 19 GS
12  -8.722333333  -63.901666667      290    10930    25      0.000  IPV SBPV SB GOV J TEIXEIRA DE OLIVEIR DME-ILS
 4  -9.861166667  -67.881666667      633    10930    25     56.953  IRB SBRB SB 06 ILS-cat-I
 6  -9.873333333  -67.899166667      633    10930    25 300056.953  IRB SBRB SB 06 GS
12  -9.861166667  -67.881666667      633    10930    25      0.000  IRB SBRB SB PRESIDENTE MEDICE INTL DME-ILS
 4  -8.141500000  -34.918833333       36    11030    25    161.902  IRF SBRF SB 18 ILS-cat-I
 6  -8.116833333  -34.927333333       36    11030    25 300161.902  IRF SBRF SB 18 GS
12  -8.141500000  -34.918833333       23    11030    25      0.000  IRF SBRF SB GUARARAPES INTL DME-ILS
 5 -22.912666667  -43.161833333        0    11110    25    176.600  IRJ SBRJ SB 02L LOC
12 -22.912666667  -43.161833333       17    11110    25      0.000  IRJ SBRJ SB SANTOS DUMONT DME-ILS
 4  -5.772500000  -35.350277778      312    10970    25     99.278  ISG SBSG SB 12 ILS-cat-I
 6  -5.769522222  -35.376775000      312    10970    25 300099.278  ISG SBSG SB 12 GS
12  -5.772500000  -35.350277778      262    10970    25      0.000  ISG SBSG SB GOV. ALUIZIO ALVES INTL DME-ILS
 4 -23.239047222  -45.849963889     2119    11030    25    135.082  ISJ SBSJ SB 15 ILS-cat-I
 6 -23.222833333  -45.870666667     2119    11030    25 300135.082  ISJ SBSJ SB 15 GS
12 -23.239047222  -45.849963889     2133    11030    25      0.000  ISJ SBSJ SB SAO JOSE DOS CAMPOS DME-ILS
 4  -2.578347222  -44.228363889      178    10930    25     38.849  ISL SBSL SB 06 ILS-cat-I
 6  -2.595200000  -44.241083333      178    10930    25 300038.849  ISL SBSL SB 06 GS
12  -2.578347222  -44.228363889      178    10930    25      0.000  ISL SBSL SB MARECHAL CUNHA MACHADO IN DME-ILS
 4 -29.712322222  -53.670627778      287    11030    25     93.475  ISM SBSM SB 11 ILS-cat-I
 6 -29.711813889  -53.700566667      287    11030    25 300093.475  ISM SBSM SB 11 GS
 4  -2.422858333  -54.789147222      197    10930    25     80.697  ISN SBSN SB 10 ILS-cat-I
 6  -2.424666667  -54.800666667      197    10930    25 310080.697  ISN SBSN SB 10 GS
12  -2.422858333  -54.789147222      197    10930    25      0.000  ISN SBSN SB SANTAREM DME-ILS
 4 -23.619333333  -46.661500000     2628    11010    25    327.633  ICO SBSP SB 35L ILS-cat-I
 6 -23.630833333  -46.652333333     2628    11010    25 300327.633  ICO SBSP SB 35L GS
12 -23.619333333  -46.661500000     2588    11010    25      0.000  ICO SBSP SB CONGONHAS DME-ILS
 4 -23.637666667  -46.648833333     2589    10930    25    147.633  ISP SBSP SB 17R ILS-cat-I
 6 -23.622666667  -46.641000000     2589    10930    25 290147.633  ISP SBSP SB 17R GS
12 -23.637666667  -46.648833333     2630    10930    25      0.000  ISP SBSP SB CONGONHAS DME-ILS
 4 -12.911644444  -38.337861111       66    11030    25    258.372  ILR SBSV SB 28 ILS-cat-I
 6 -12.907333333  -38.311833333       66    11030    25 300258.372  ILR SBSV SB 28 GS
12 -12.911644444  -38.337861111       66    11030    25      0.000  ILR SBSV SB DEP. L. E. MAGALHAES INTL DME-ILS
 4 -12.905333333  -38.306000000       62    10930    25     78.646  ISV SBSV SB 10 IGS
 6 -12.909666667  -38.333000000       62    10930    25 288078.646  ISV SBSV SB 10 GS
12 -12.905333333  -38.306000000       63    10930    25      0.000  ISV SBSV SB DEP. L. E. MAGALHAES INTL DME-ILS
 4 -18.872166667  -48.221000000     3094    10930    25     22.807  IUB SBUL SB 04 ILS-cat-I
 6 -18.890241667  -48.227594444     3094    10930    25 300022.807  IUB SBUL SB 04 GS
12 -18.872166667  -48.221000000     3094    10930    25      0.000  IUB SBUL SB TEN CEL AV CESAR BOMBONAT DME-ILS
 4 -20.267005556  -40.292783333       10    10930    25    211.698  IVI SBVT SB 23 ILS-cat-I
 6 -20.252833333  -40.284666667       10    10930    25 300211.698  IVI SBVT SB 23 GS
12 -20.267005556  -40.292783333       21    10930    25      0.000  IVI SBVT SB EURICO DE AGUIAR SALLES DME-ILS
 4 -21.973166667  -47.341166667     1959    10930    25      0.000  IYS SBYS SB 02C ILS-cat-I
 6 -21.991333333  -47.341833333     1959    10930    25 300000.000  IYS SBYS SB 02C GS
12 -21.973166667  -47.341166667     1959    10930    25      0.000  IYS SBYS SB CAMPO FONTENELLE DME-ILS
 4 -27.274722222  -70.778055556      628    11010    25    175.456 IDAT SCAT SC 17 ILS-cat-I
 6 -27.253888889  -70.778333333      628    11010    25 300175.456 IDAT SCAT SC 17 GS
12 -27.253888889  -70.778333333      628    11010    25      0.000 IDAT SCAT SC DESIERTO DE ATACAMA DME-ILS
 4 -53.001111111  -70.880000000      112    10990    25    268.763 INAS SCCI SC 25 ILS-cat-I
 6 -52.999444444  -70.838055556      112    10990    25 300268.763 INAS SCCI SC 25 GS
12 -52.999444444  -70.838055556      125    10990    25      0.000 INAS SCCI SC CARLOS IBANEZ DEL CAMPO I DME-ILS
 4 -20.553055556  -70.182222222      105    10990    25    182.871 IIQQ SCDA SC 19 ILS-cat-I
 6 -20.522777778  -70.179444444      105    10990    25 320182.871 IIQQ SCDA SC 19 GS
12 -20.522777778  -70.179444444      105    10990    25      0.000 IIQQ SCDA SC DIEGO ARACENA INTL DME-ILS
 4 -33.408055556  -70.801666667     1548    11110    25    177.435 IMER SCEL SC 17R ILS-cat-I
 6 -33.374444444  -70.804722222     1548    11110    25 300177.435 IMER SCEL SC 17R GS
12 -33.374444444  -70.804722222     1548    11110    25      0.000 IMER SCEL SC ARTURO MERINO BENITEZ INT DME-ILS
 4 -33.411388889  -70.784722222     1549    11030    25    177.427 IUEL SCEL SC 17L ILS-cat-III
 6 -33.378888889  -70.785000000     1549    11030    25 300177.427 IUEL SCEL SC 17L GS
12 -33.378888889  -70.785000000     1549    11030    25      0.000 IUEL SCEL SC ARTURO MERINO BENITEZ INT DME-ILS
 4 -36.758333333  -73.054722222       26    10990    25     25.199 ICEP SCIE SC 02 ILS-cat-I
 6 -36.778611111  -73.068333333       26    10990    25 300025.199 ICEP SCIE SC 02 GS
12 -36.778611111  -73.068333333       26    10990    25      0.000 ICEP SCIE SC CARRIEL SUR INTL DME-ILS
 4 -42.328888889  -73.714444444      528    10990    25      4.657 IMCI SCPQ SC 35 ILS-cat-I
 6 -42.346666667  -73.714722222      528    10990    25 300004.657 IMCI SCPQ SC 35 GS
12 -42.346666667  -73.714722222      528    10990    25      0.000 IMCI SCPQ SC MOCOPULLI DME-ILS
 4 -38.912908333  -72.646444444      321    11030    25     17.118 INIA SCQP SC 01 ILS-cat-III
 6 -38.933433333  -72.656025000      321    11030    25 300017.118 INIA SCQP SC 01 GS
12 -38.933433333  -72.656025000      321    11030    25      0.000 INIA SCQP SC LA ARAUCANIA DME-ILS
 4 -33.659722222  -71.621111111      231    10990    25    236.149 ISNO SCSN SC 23 ILS-cat-I
 6 -33.655833333  -71.613055556      231    10990    25 310236.149 ISNO SCSN SC 23 GS
 4 -41.425833333  -73.093611111      294    11010    25      1.527 IMON SCTE SC 35 ILS-cat-I
 6 -41.447500000  -73.095833333      294    11010    25 300001.527 IMON SCTE SC 35 GS
12 -41.447500000  -73.095833333      294    11010    25      0.000 IMON SCTE SC EL TEPUAL INTL DME-ILS
 4 -39.638055556  -73.086666667       54    11050    25    358.370 IVLD SCVD SC 35 ILS-cat-I
 6 -39.656666667  -73.087500000       54    11050    25 300358.370 IVLD SCVD SC 35 GS
12 -39.656666667  -73.087500000       54    11050    25      0.000 IVLD SCVD SC PICHOY DME-ILS
 4 -32.944166667  -71.470277778      433    11070    25     52.193 IVDM SCVM SC 05 ILS-cat-I
 6 -32.953333333  -71.482777778      433    11070    25 320052.193 IVDM SCVM SC 05 GS
 4  -0.469305556  -76.983750000      832    10850    25    153.902  ICC SECO SE 16 ILS-cat-I
 6  -0.451500000  -76.993111111      832    10850    25 300153.902  ICC SECO SE 16 GS
12  -0.451500000  -76.993111111      832    10850    25      0.000  ICC SECO SE FRANCISCO DE ORELLANA DME-ILS
 4  -2.896138889  -78.992944444     8256    11090    25    231.980  ILC SECU SE 23 ILS-cat-I
 6  -2.884972222  -78.979861111     8256    11090    25 320231.980  ILC SECU SE 23 GS
12  -2.884972222  -78.979861111     8410    11090    25      0.000  ILC SECU SE MARISCAL LAMAR DME-ILS
 4  -0.463194444  -90.259027778      145    11090    25    144.011  ILB SEGS SE 14 ILS-cat-I
 6  -0.447611111  -90.271166667      145    11090    25 300144.011  ILB SEGS SE 14 GS
12  -0.447611111  -90.271166667      145    11090    25      0.000  ILB SEGS SE SEYMOUR DME-ILS
 4  -2.169666667  -79.890722222       19    11030    25    209.940  ILG SEGU SE 21 ILS-cat-I
 6  -2.151666667  -79.879555556       19    11030    25 300209.940  ILG SEGU SE 21 GS
12  -2.151666667  -79.879555556       40    11030    25      0.000  ILG SEGU SE JOSE JOAQUIN DE OLMEDO IN DME-ILS
 4  -1.060166667  -77.594500000     1199    10970    25    270.078  ILJ SEJD SE 27 ILS-cat-I
 6  -1.061111111  -77.572000000     1199    10970    25 300270.078  ILJ SEJD SE 27 GS
12  -1.061111111  -77.572000000     1199    10970    25      0.000  ILJ SEJD SE JUMANDY DME-ILS
 4  -0.924472222  -78.617083333     9173    10870    25    184.281  ILA SELT SE 19 ILS-cat-I
 6  -0.897611111  -78.615833333     9173    10870    25 320184.281  ILA SELT SE 19 GS
12  -0.897611111  -78.615833333     9173    10870    25      0.000  ILA SELT SE COTOPAXI INTL DME-ILS
 4  -0.955000000  -80.691861111       48    11010    25    235.621  ILM SEMT SE 24 ILS-cat-I
 6  -0.939861111  -80.671055556       48    11010    25 300235.621  ILM SEMT SE 24 GS
12  -0.939861111  -80.671055556       48    11010    25      0.000  ILM SEMT SE ELOY ALFARO INTL DME-ILS
 4   0.099333333  -76.859916667      983    11030    25     53.168  INL SENL SE 06 ILS-cat-I
 6   0.087222222  -76.874888889      983    11030    25 300053.168  INL SENL SE 06 GS
12   0.087222222  -76.874888889      983    11030    25      0.000  INL SENL SE LAGO AGRIO DME-ILS
 4  -0.145305556  -78.353500000     7776    11110    25    177.552  IQN SEQM SE 18 ILS-cat-I
 6  -0.108388889  -78.354000000     7776    11110    25 320177.552  IQN SEQM SE 18 GS
12  -0.108388889  -78.354000000     7776    11110    25      0.000  IQN SEQM SE MARISCAL SUCRE INTL DME-ILS
 4  -0.102750000  -78.355333333     7910    10930    25    357.552  IQS SEQM SE 36 ILS-cat-I
 6  -0.139444444  -78.352694444     7910    10930    25 320357.552  IQS SEQM SE 36 GS
12  -0.139444444  -78.352694444     7910    10930    25      0.000  IQS SEQM SE MARISCAL SUCRE DE LA CUID DME-ILS
 4  -3.436916667  -79.984472222       21    11110    25     67.706  ISR SERO SE 07 ILS-cat-I
 6  -3.444055556  -80.004777778       21    11110    25 300067.706  ISR SERO SE 07 GS
12  -3.444055556  -80.004780556       21    11110    25      0.000  ISR SERO SE SANTA ROSA REGL DME-ILS
 4  -2.201944444  -80.994833333       12    10870    25    309.618  ISA SESA SE 31 ILS-cat-I
 6  -2.216500000  -80.978500000       12    10870    25 300309.618  ISA SESA SE 31 GS
12  -2.216500000  -80.978500000       12    10870    25      0.000  ISA SESA SE GEN ULPIANO PAEZ DME-ILS
 4   0.964777778  -79.627222222       21    11070    25    182.408  IES SETN SE 18 ILS-cat-I
